Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Select Network
Blue Shield		IN	Preventive Care	100%	ded. Waived	Comb. Ded. 30-500 90/60
Blue Shield		IN	Physical Therapy	$30	ded. Waived	Comb. Ded. 30-500 90/60
Blue Shield		IN	Chiropractic Care	$25	12 vists max per cal yr.	Comb. Ded. 30-500 90/60
Blue Shield		IN	Inpatient Hospital	$100	"plus 10%, after deductible"	Comb. Ded. 30-500 90/60
Blue Shield		IN	Outpatient Facility	10%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		IN	Outpatient Surgery	10%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		IN	Lab/X-Ray	$30	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		IN	Advanced Radiology	$100	"plus 10%, after deductible"	Comb. Ded. 30-500 90/60
Blue Shield		IN	Emergency Room	$100	"plus 10%, deductible waived"	Comb. Ded. 30-500 90/60
Blue Shield		IN	Ambulance	10%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		IN	Urgent Care	$30	ded. Waived	Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Generic	$10		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Preferred	$20		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Non-Preferred	$40		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Specialty	20%		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Mail Order	2x		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Individual Deductible	$0		Comb. Ded. 30-500 90/60
Blue Shield		IN	Rx Family Deductible	$0		Comb. Ded. 30-500 90/60
Blue Shield		IN	Skilled Nursing	10%	100 day max after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Individual Deductible	$500		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Family Deductible	"$1,000"		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Individual OOP Limit	"$8,000"		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Family OOP Limit	"$16,000"		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Co-insurance	60%		Comb. Ded. 30-500 90/60
Blue Shield		OUT	PCP	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Specialist	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Preventive Care	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Physical Therapy	50%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Chiropractic Care	50%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Inpatient Hospital	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Outpatient Facility	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Outpatient Surgery	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Lab/X-Ray	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Advanced Radiology	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Emergency Room	$100	"plus 10%, deductible waived"	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Ambulance	10%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Urgent Care	40%	after deductible	Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Generic	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Preferred	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Non-Preferred	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Specialty	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Mail Order	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Individual Deductible	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Rx Family Deductible	n/a		Comb. Ded. 30-500 90/60
Blue Shield		OUT	Skilled Nursing	40%	100 day max after deductible	Comb. Ded. 30-500 90/60
Blue Shield	Comb. Ded. 35-500 80/60	IN	Individual Deductible	$500		Comb. Ded. 35-500 80/60
Blue Shield		IN	Family Deductible	"$1,000"		Comb. Ded. 35-500 80/60
Blue Shield		IN	Individual OOP Limit	"$3,500"		Comb. Ded. 35-500 80/60
Blue Shield		IN	Family OOP Limit	"$7,000"		Comb. Ded. 35-500 80/60
Blue Shield		IN	Co-insurance	80%		Comb. Ded. 35-500 80/60
Blue Shield		IN	PCP	$30	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Specialist	$30	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Preventive Care	100%	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Physical Therapy	$30	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Chiropractic Care	$25	12 vists max per cal yr.	Comb. Ded. 35-500 80/60
Blue Shield		IN	Inpatient Hospital	$100	"plus 20%, after deductible"	Comb. Ded. 35-500 80/60
Blue Shield		IN	Outpatient Facility	20%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		IN	Outpatient Surgery	20%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		IN	Lab/X-Ray	$30	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Advanced Radiology	$100	"plus 20%, after deductible"	Comb. Ded. 35-500 80/60
Blue Shield		IN	Emergency Room	$100	"plus 20%, deductible waived"	Comb. Ded. 35-500 80/60
Blue Shield		IN	Ambulance	20%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		IN	Urgent Care	$30	ded. Waived	Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Generic	$10		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Preferred	$20		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Non-Preferred	$40		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Specialty	20%		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Mail Order	2x		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Individual Deductible	$0		Comb. Ded. 35-500 80/60
Blue Shield		IN	Rx Family Deductible	$0		Comb. Ded. 35-500 80/60
Blue Shield		IN	Skilled Nursing	20%	100 day max after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Individual Deductible	$500		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Family Deductible	"$1,000"		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Individual OOP Limit	"$10,500"		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Family OOP Limit	"$21,000"		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Co-insurance	60%		Comb. Ded. 35-500 80/60
Blue Shield		OUT	PCP	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Specialist	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Preventive Care	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Physical Therapy	50%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Chiropractic Care	50%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Inpatient Hospital	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Outpatient Facility	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Outpatient Surgery	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Lab/X-Ray	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Advanced Radiology	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Emergency Room	$100	"plus 20%, deductible waived"	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Ambulance	20%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Urgent Care	40%	after deductible	Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Generic	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Preferred	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Non-Preferred	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Specialty	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Mail Order	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Individual Deductible	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Rx Family Deductible	n/a		Comb. Ded. 35-500 80/60
Blue Shield		OUT	Skilled Nursing	40%	100 day max after deductible	Comb. Ded. 35-500 80/60
Blue Shield	Comb. Ded. 500/20/20	IN	Individual Deductible	$500		Comb. Ded. 500/20/20
Blue Shield		IN	Family Deductible	"$1,000"		Comb. Ded. 500/20/20
Blue Shield		IN	Individual OOP Limit	"$4,000"		Comb. Ded. 500/20/20
Blue Shield		IN	Family OOP Limit	"$8,000"		Comb. Ded. 500/20/20
Blue Shield		IN	Co-insurance	80%		Comb. Ded. 500/20/20
Blue Shield		IN	PCP	$20		Comb. Ded. 500/20/20
Blue Shield		IN	Specialist	$20		Comb. Ded. 500/20/20
Blue Shield		IN	Preventive Care	 	No Charge	Comb. Ded. 500/20/20
Blue Shield		IN	Physical Therapy	20%	24 visit max per cal yr (after deductible)	Comb. Ded. 500/20/20
Blue Shield		IN	Chiropractic Care	20%	24 visit max per cal yr (after deductible)	Comb. Ded. 500/20/20
Blue Shield		IN	Inpatient Hospital	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Outpatient Facility	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Outpatient Surgery	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Lab/X-Ray	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Advanced Radiology	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Emergency Room	$100	"plus 10%, Copay waived if admitted (after deductible)"	Comb. Ded. 500/20/20
Blue Shield		IN	Ambulance	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		IN	Urgent Care	$20	ded. Waived	Comb. Ded. 500/20/20
Blue Shield		IN	Rx Generic	$10		Comb. Ded. 500/20/20
Blue Shield		IN	Rx Preferred	$25		Comb. Ded. 500/20/20
Blue Shield		IN	Rx Non-Preferred	$45		Comb. Ded. 500/20/20
Blue Shield		IN	Rx Specialty	20%	$150 max per Rx	Comb. Ded. 500/20/20
Blue Shield		IN	Rx Mail Order	2x	copay except generic	Comb. Ded. 500/20/20
Blue Shield		IN	Rx Individual Deductible			Comb. Ded. 500/20/20
Blue Shield		IN	Rx Family Deductible			Comb. Ded. 500/20/20
Blue Shield		IN	Skilled Nursing	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Individual Deductible	"$1,000"		Comb. Ded. 500/20/20
Blue Shield		OUT	Family Deductible	"$2,000"		Comb. Ded. 500/20/20
Blue Shield		OUT	Individual OOP Limit	"$6,000"		Comb. Ded. 500/20/20
Blue Shield		OUT	Family OOP Limit	"$12,000"		Comb. Ded. 500/20/20
Blue Shield		OUT	Co-insurance	60%		Comb. Ded. 500/20/20
Blue Shield		OUT	PCP	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Specialist	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Preventive Care	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Physical Therapy	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Chiropractic Care	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Inpatient Hospital	$250	"plus 30%, after deductible"	Comb. Ded. 500/20/20
Blue Shield		OUT	Outpatient Facility	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Outpatient Surgery	40%	$350 coverage max (after deductible)	Comb. Ded. 500/20/20
Blue Shield		OUT	Lab/X-Ray	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Advanced Radiology	40%	$800 coverage max (after deductible)	Comb. Ded. 500/20/20
Blue Shield		OUT	Emergency Room	$100	plus 30%	Comb. Ded. 500/20/20
Blue Shield		OUT	Ambulance	20%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Urgent Care	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Generic	$10	plus 50%	Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Preferred	$50	plus 50%	Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Non-Preferred	$45	plus 50%	Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Specialty	20%	plus 50%	Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Mail Order	Not Covered		Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Individual Deductible			Comb. Ded. 500/20/20
Blue Shield		OUT	Rx Family Deductible			Comb. Ded. 500/20/20
Blue Shield		OUT	Skilled Nursing	40%	after deductible	Comb. Ded. 500/20/20
Blue Shield	Comb Ded 1000/20/20	IN	Individual Deductible	"$1,000"		Comb Ded 1000/20/20
Blue Shield		IN	Family Deductible	"$2,000"		Comb Ded 1000/20/20
Blue Shield		IN	Individual OOP Limit	"$4,000"		Comb Ded 1000/20/20
Blue Shield		IN	Family OOP Limit	"$8,000"		Comb Ded 1000/20/20
Blue Shield		IN	Co-insurance	80%		Comb Ded 1000/20/20
Blue Shield		IN	PCP	$20		Comb Ded 1000/20/20
Blue Shield		IN	Specialist	$20		Comb Ded 1000/20/20
Blue Shield		IN	Preventive Care	 	No Charge	Comb Ded 1000/20/20
Blue Shield		IN	Physical Therapy	20%	24 visit max per cal yr (after deductible)	Comb Ded 1000/20/20
Blue Shield		IN	Chiropractic Care	20%	24 visit max per cal yr (after deductible)	Comb Ded 1000/20/20
Blue Shield		IN	Inpatient Hospital	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Outpatient Facility	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Outpatient Surgery	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Lab/X-Ray	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Advanced Radiology	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Emergency Room	$100	"plus 10%, Copay waived if admitted (after deductible)"	Comb Ded 1000/20/20
Blue Shield		IN	Ambulance	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		IN	Urgent Care	$20	ded. Waived	Comb Ded 1000/20/20
Blue Shield		IN	Rx Generic	$10		Comb Ded 1000/20/20
Blue Shield		IN	Rx Preferred	$25		Comb Ded 1000/20/20
Blue Shield		IN	Rx Non-Preferred	$45		Comb Ded 1000/20/20
Blue Shield		IN	Rx Specialty	20%	$150 max per Rx	Comb Ded 1000/20/20
Blue Shield		IN	Rx Mail Order	2x	copay except generic	Comb Ded 1000/20/20
Blue Shield		IN	Rx Individual Deductible			Comb Ded 1000/20/20
Blue Shield		IN	Rx Family Deductible			Comb Ded 1000/20/20
Blue Shield		IN	Skilled Nursing	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Individual Deductible	"$2,000"		Comb Ded 1000/20/20
Blue Shield		OUT	Family Deductible	"$4,000"		Comb Ded 1000/20/20
Blue Shield		OUT	Individual OOP Limit	"$6,000"		Comb Ded 1000/20/20
Blue Shield		OUT	Family OOP Limit	"$12,000"		Comb Ded 1000/20/20
Blue Shield		OUT	Co-insurance	60%		Comb Ded 1000/20/20
Blue Shield		OUT	PCP	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Specialist	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Preventive Care	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Physical Therapy	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Chiropractic Care	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Inpatient Hospital	$250	"plus 30%, after deductible"	Comb Ded 1000/20/20
Blue Shield		OUT	Outpatient Facility	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Outpatient Surgery	40%	$350 coverage max (after deductible)	Comb Ded 1000/20/20
Blue Shield		OUT	Lab/X-Ray	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Advanced Radiology	40%	$800 coverage max (after deductible)	Comb Ded 1000/20/20
Blue Shield		OUT	Emergency Room	$100	plus 30%	Comb Ded 1000/20/20
Blue Shield		OUT	Ambulance	20%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Urgent Care	40%	after deductible	Comb Ded 1000/20/20
Blue Shield		OUT	Rx Generic	$10	plus 50%	Comb Ded 1000/20/20
Blue Shield		OUT	Rx Preferred	$50	plus 50%	Comb Ded 1000/20/20
Blue Shield		OUT	Rx Non-Preferred	$45	plus 50%	Comb Ded 1000/20/20
Blue Shield		OUT	Rx Specialty	20%	plus 50%	Comb Ded 1000/20/20
Blue Shield		OUT	Rx Mail Order	Not Covered		Comb Ded 1000/20/20
Blue Shield		OUT	Rx Individual Deductible			Comb Ded 1000/20/20
Blue Shield		OUT	Rx Family Deductible			Comb Ded 1000/20/20
Blue Shield		OUT	Skilled Nursing	40%	after deductible	Comb Ded 1000/20/20
Blue Shield	Comb Ded 1000/30/20	IN	Individual Deductible	"$1,000"		Comb Ded 1000/30/20
Blue Shield		IN	Family Deductible	"$2,000"		Comb Ded 1000/30/20
Blue Shield		IN	Individual OOP Limit	"$4,000"		Comb Ded 1000/30/20
Blue Shield		IN	Family OOP Limit	"$8,000"		Comb Ded 1000/30/20
Blue Shield		IN	Co-insurance	80%		Comb Ded 1000/30/20
Blue Shield		IN	PCP	$30		Comb Ded 1000/30/20
Blue Shield		IN	Specialist	$30		Comb Ded 1000/30/20
Blue Shield		IN	Preventive Care	 	No Charge	Comb Ded 1000/30/20
Blue Shield		IN	Physical Therapy	20%	24 visit max per cal yr (after deductible)	Comb Ded 1000/30/20
Blue Shield		IN	Chiropractic Care	20%	24 visit max per cal yr (after deductible)	Comb Ded 1000/30/20
Blue Shield		IN	Inpatient Hospital	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Outpatient Facility	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Outpatient Surgery	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Lab/X-Ray	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Advanced Radiology	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Emergency Room	$100	"plus 10%, Copay waived if admitted (after deductible)"	Comb Ded 1000/30/20
Blue Shield		IN	Ambulance	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		IN	Urgent Care	$30	ded. Waived	Comb Ded 1000/30/20
Blue Shield		IN	Rx Generic	$10		Comb Ded 1000/30/20
Blue Shield		IN	Rx Preferred	$25		Comb Ded 1000/30/20
Blue Shield		IN	Rx Non-Preferred	$45		Comb Ded 1000/30/20
Blue Shield		IN	Rx Specialty	20%	$150 max per Rx	Comb Ded 1000/30/20
Blue Shield		IN	Rx Mail Order	2x	copay except generic	Comb Ded 1000/30/20
Blue Shield		IN	Rx Individual Deductible			Comb Ded 1000/30/20
Blue Shield		IN	Rx Family Deductible			Comb Ded 1000/30/20
Blue Shield		IN	Skilled Nursing	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Individual Deductible	"$2,000"		Comb Ded 1000/30/20
Blue Shield		OUT	Family Deductible	"$4,000"		Comb Ded 1000/30/20
Blue Shield		OUT	Individual OOP Limit	"$6,000"		Comb Ded 1000/30/20
Blue Shield		OUT	Family OOP Limit	"$12,000"		Comb Ded 1000/30/20
Blue Shield		OUT	Co-insurance	60%		Comb Ded 1000/30/20
Blue Shield		OUT	PCP	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Specialist	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Preventive Care	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Physical Therapy	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Chiropractic Care	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Inpatient Hospital	$250	"plus 30%, after deductible"	Comb Ded 1000/30/20
Blue Shield		OUT	Outpatient Facility	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Outpatient Surgery	40%	$350 coverage max (after deductible)	Comb Ded 1000/30/20
Blue Shield		OUT	Lab/X-Ray	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Advanced Radiology	40%	$800 coverage max (after deductible)	Comb Ded 1000/30/20
Blue Shield		OUT	Emergency Room	$100	plus 30%	Comb Ded 1000/30/20
Blue Shield		OUT	Ambulance	20%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Urgent Care	40%	after deductible	Comb Ded 1000/30/20
Blue Shield		OUT	Rx Generic	$10	plus 50%	Comb Ded 1000/30/20
Blue Shield		OUT	Rx Preferred	$50	plus 50%	Comb Ded 1000/30/20
Blue Shield		OUT	Rx Non-Preferred	$45	plus 50%	Comb Ded 1000/30/20
Blue Shield		OUT	Rx Specialty	20%	plus 50%	Comb Ded 1000/30/20
Blue Shield		OUT	Rx Mail Order	Not Covered		Comb Ded 1000/30/20
Blue Shield		OUT	Rx Individual Deductible			Comb Ded 1000/30/20
Blue Shield		OUT	Rx Family Deductible			Comb Ded 1000/30/20
Blue Shield		OUT	Skilled Nursing	40%	after deductible	Comb Ded 1000/30/20
Blue Shield	Comb Ded 1000/30/30	IN	Individual Deductible	"$1,000"		Comb Ded 1000/30/30
Blue Shield		IN	Family Deductible	"$2,000"		Comb Ded 1000/30/30
Blue Shield		IN	Individual OOP Limit	"$4,000"		Comb Ded 1000/30/30
Blue Shield		IN	Family OOP Limit	"$8,000"		Comb Ded 1000/30/30
Blue Shield		IN	Co-insurance	70%		Comb Ded 1000/30/30
Blue Shield		IN	PCP	$30		Comb Ded 1000/30/30
Blue Shield		IN	Specialist	$30		Comb Ded 1000/30/30
Blue Shield		IN	Preventive Care	 	No Charge	Comb Ded 1000/30/30
Blue Shield		IN	Physical Therapy	30%	24 visit max per cal yr (after deductible)	Comb Ded 1000/30/30
Blue Shield		IN	Chiropractic Care	30%	24 visit max per cal yr (after deductible)	Comb Ded 1000/30/30
Blue Shield		IN	Inpatient Hospital	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Outpatient Facility	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Outpatient Surgery	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Lab/X-Ray	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Advanced Radiology	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Emergency Room	$100	"plus 10%, Copay waived if admitted (after deductible)"	Comb Ded 1000/30/30
Blue Shield		IN	Ambulance	30%	after deductible	Comb Ded 1000/30/30
Blue Shield		IN	Urgent Care	$30	ded. Waived	Comb Ded 1000/30/30
