Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Signature	Advantage	Alliance
United Health Care		IN	Family OOP Limit	"$3,000 "		LB1	LHS	L5J
United Health Care		IN	Co-insurance	100%		LB1	LHS	L5J
United Health Care		IN	PCP	$15		LB1	LHS	L5J
United Health Care		IN	Specialist	$30		LB1	LHS	L5J
United Health Care		IN	Preventive Care	100%		LB1	LHS	L5J
United Health Care		IN	Physical Therapy	$30 		LB1	LHS	L5J
United Health Care		IN	Chiropractic Care		Rider available	LB1	LHS	L5J
United Health Care		IN	Inpatient Hospital	100%		LB1	LHS	L5J
United Health Care		IN	Outpatient Facility	100%		LB1	LHS	L5J
United Health Care		IN	Outpatient Surgery	100%		LB1	LHS	L5J
United Health Care		IN	Lab/X-Ray	100%		LB1	LHS	L5J
United Health Care		IN	Advanced Radiology	$100 		LB1	LHS	L5J
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LB1	LHS	L5J
United Health Care		IN	Ambulance	$50 		LB1	LHS	L5J
United Health Care		IN	Urgent Care	$30 	$75 OUT OF AREA	LB1	LHS	L5J
United Health Care		IN	Rx Generic		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Rx Preferred		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Rx Specialty		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Rx Mail Order	2x		LB1	LHS	L5J
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LB1	LHS	L5J
United Health Care		IN	Skilled Nursing	100%	100 day max	LB1	LHS	L5J
United Health Care		IN	Individual Deductible	0		LB8	LHW	L90
United Health Care		IN	Family Deductible	0		LB8	LHW	L90
United Health Care		IN	Individual OOP Limit	"$1,500 "		LB8	LHW	L90
United Health Care		IN	Family OOP Limit	"$3,000 "		LB8	LHW	L90
United Health Care		IN	Co-insurance	100%		LB8	LHW	L90
United Health Care		IN	PCP	$20		LB8	LHW	L90
United Health Care		IN	Specialist	$40		LB8	LHW	L90
United Health Care		IN	Preventive Care	100%		LB8	LHW	L90
United Health Care		IN	Physical Therapy	$40 		LB8	LHW	L90
United Health Care		IN	Chiropractic Care		Rider available	LB8	LHW	L90
United Health Care		IN	Inpatient Hospital	100%		LB8	LHW	L90
United Health Care		IN	Outpatient Facility	100%		LB8	LHW	L90
United Health Care		IN	Outpatient Surgery	100%		LB8	LHW	L90
United Health Care		IN	Lab/X-Ray	100%		LB8	LHW	L90
United Health Care		IN	Advanced Radiology	$100 		LB8	LHW	L90
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LB8	LHW	L90
United Health Care		IN	Ambulance	$50 		LB8	LHW	L90
United Health Care		IN	Urgent Care	$40 	$75 OUT OF AREA	LB8	LHW	L90
United Health Care		IN	Rx Generic		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Rx Preferred		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Rx Specialty		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Rx Mail Order	2x		LB8	LHW	L90
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LB8	LHW	L90
United Health Care		IN	Skilled Nursing	100%	100 day max	LB8	LHW	L90
United Health Care		IN	Individual Deductible	0		LCA	L5H	L94
United Health Care		IN	Family Deductible	0		LCA	L5H	L94
United Health Care		IN	Individual OOP Limit	"$1,500 "		LCA	L5H	L94
United Health Care		IN	Family OOP Limit	"$3,000 "		LCA	L5H	L94
United Health Care		IN	Co-insurance	100%		LCA	L5H	L94
United Health Care		IN	PCP	$10		LCA	L5H	L94
United Health Care		IN	Specialist	$20		LCA	L5H	L94
United Health Care		IN	Preventive Care	100%		LCA	L5H	L94
United Health Care		IN	Physical Therapy	$20 		LCA	L5H	L94
United Health Care		IN	Chiropractic Care		Rider available	LCA	L5H	L94
United Health Care		IN	Inpatient Hospital	$250 	per admit	LCA	L5H	L94
United Health Care		IN	Outpatient Facility	$125 	per occurance	LCA	L5H	L94
United Health Care		IN	Outpatient Surgery	$125 	per occurance	LCA	L5H	L94
United Health Care		IN	Lab/X-Ray	100%		LCA	L5H	L94
United Health Care		IN	Advanced Radiology	$100 		LCA	L5H	L94
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LCA	L5H	L94
United Health Care		IN	Ambulance	$50 		LCA	L5H	L94
United Health Care		IN	Urgent Care	$20 	$75 out of area	LCA	L5H	L94
United Health Care		IN	Rx Generic		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Rx Preferred		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Rx Specialty		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Rx Mail Order	2x		LCA	L5H	L94
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LCA	L5H	L94
United Health Care		IN	Skilled Nursing	100%	100 day max	LCA	L5H	L94
United Health Care		IN	Individual Deductible	0		LC2	L0G	LKE
United Health Care		IN	Family Deductible	0		LC2	L0G	LKE
United Health Care		IN	Individual OOP Limit	"$1,500 "		LC2	L0G	LKE
United Health Care		IN	Family OOP Limit	"$3,000 "		LC2	L0G	LKE
United Health Care		IN	Co-insurance	100%		LC2	L0G	LKE
United Health Care		IN	PCP	$15		LC2	L0G	LKE
United Health Care		IN	Specialist	$30		LC2	L0G	LKE
United Health Care		IN	Preventive Care	100%		LC2	L0G	LKE
United Health Care		IN	Physical Therapy	$30 		LC2	L0G	LKE
United Health Care		IN	Chiropractic Care		Rider available	LC2	L0G	LKE
United Health Care		IN	Inpatient Hospital	$250 	per admit	LC2	L0G	LKE
United Health Care		IN	Outpatient Facility	$125 	per occurance	LC2	L0G	LKE
United Health Care		IN	Outpatient Surgery	$125 	per occurance	LC2	L0G	LKE
United Health Care		IN	Lab/X-Ray	100%		LC2	L0G	LKE
United Health Care		IN	Advanced Radiology	$100 		LC2	L0G	LKE
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LC2	L0G	LKE
United Health Care		IN	Ambulance	$50 		LC2	L0G	LKE
United Health Care		IN	Urgent Care	$30 	$75 out of area	LC2	L0G	LKE
United Health Care		IN	Rx Generic		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Rx Preferred		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Rx Specialty		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Rx Mail Order	2x		LC2	L0G	LKE
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LC2	L0G	LKE
United Health Care		IN	Skilled Nursing	100%	100 day max	LC2	L0G	LKE
United Health Care		IN	Individual Deductible	0		LC6	LOV	LKR
United Health Care		IN	Family Deductible	0		LC6	LOV	LKR
United Health Care		IN	Individual OOP Limit	"$1,500 "		LC6	LOV	LKR
United Health Care		IN	Family OOP Limit	"$3,000 "		LC6	LOV	LKR
United Health Care		IN	Co-insurance	100%		LC6	LOV	LKR
United Health Care		IN	PCP	$20		LC6	LOV	LKR
United Health Care		IN	Specialist	$40		LC6	LOV	LKR
United Health Care		IN	Preventive Care	100%		LC6	LOV	LKR
United Health Care		IN	Physical Therapy	$40 		LC6	LOV	LKR
United Health Care		IN	Chiropractic Care		Rider available	LC6	LOV	LKR
United Health Care		IN	Inpatient Hospital	$250 	per admit	LC6	LOV	LKR
United Health Care		IN	Outpatient Facility	$125 	per occurance	LC6	LOV	LKR
United Health Care		IN	Outpatient Surgery	$125 	per occurance	LC6	LOV	LKR
United Health Care		IN	Lab/X-Ray	100%		LC6	LOV	LKR
United Health Care		IN	Advanced Radiology	$100 		LC6	LOV	LKR
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LC6	LOV	LKR
United Health Care		IN	Ambulance	$50 		LC6	LOV	LKR
United Health Care		IN	Urgent Care	$40 	$75 out of area	LC6	LOV	LKR
United Health Care		IN	Rx Generic		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Rx Preferred		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Rx Specialty		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Rx Mail Order	2x		LC6	LOV	LKR
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LC6	LOV	LKR
United Health Care		IN	Skilled Nursing	100%	100 day max	LC6	LOV	LKR
United Health Care		IN	Individual Deductible	0		LD8	L5N	LKW
United Health Care		IN	Family Deductible	0		LD8	L5N	LKW
United Health Care		IN	Individual OOP Limit	"$1,500 "		LD8	L5N	LKW
United Health Care		IN	Family OOP Limit	"$3,000 "		LD8	L5N	LKW
United Health Care		IN	Co-insurance	100%		LD8	L5N	LKW
United Health Care		IN	PCP	$10		LD8	L5N	LKW
United Health Care		IN	Specialist	$20		LD8	L5N	LKW
United Health Care		IN	Preventive Care	100%		LD8	L5N	LKW
United Health Care		IN	Physical Therapy	$20 		LD8	L5N	LKW
United Health Care		IN	Chiropractic Care		Rider available	LD8	L5N	LKW
United Health Care		IN	Inpatient Hospital	$500 	per admit	LD8	L5N	LKW
United Health Care		IN	Outpatient Facility	$250 	per occurance	LD8	L5N	LKW
United Health Care		IN	Outpatient Surgery	$250 	per occurance	LD8	L5N	LKW
United Health Care		IN	Lab/X-Ray	100%		LD8	L5N	LKW
United Health Care		IN	Advanced Radiology	$100 		LD8	L5N	LKW
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LD8	L5N	LKW
United Health Care		IN	Ambulance	$50 		LD8	L5N	LKW
United Health Care		IN	Urgent Care	$20 	$75 out of area	LD8	L5N	LKW
United Health Care		IN	Rx Generic		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Rx Preferred		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Rx Specialty		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Rx Mail Order	2x		LD8	L5N	LKW
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LD8	L5N	LKW
United Health Care		IN	Skilled Nursing	100%	100 day max	LD8	L5N	LKW
United Health Care		IN	Individual Deductible	0		LE1	LOM	L5K
United Health Care		IN	Family Deductible	0		LE1	LOM	L5K
United Health Care		IN	Individual OOP Limit	"$1,500 "		LE1	LOM	L5K
United Health Care		IN	Family OOP Limit	"$3,000 "		LE1	LOM	L5K
United Health Care		IN	Co-insurance	100%		LE1	LOM	L5K
United Health Care		IN	PCP	$15		LE1	LOM	L5K
United Health Care		IN	Specialist	$30		LE1	LOM	L5K
United Health Care		IN	Preventive Care	100%		LE1	LOM	L5K
United Health Care		IN	Physical Therapy	$30 		LE1	LOM	L5K
United Health Care		IN	Chiropractic Care		Rider available	LE1	LOM	L5K
United Health Care		IN	Inpatient Hospital	$500 	per admit	LE1	LOM	L5K
United Health Care		IN	Outpatient Facility	$250 	per occurance	LE1	LOM	L5K
United Health Care		IN	Outpatient Surgery	$250 	per occurance	LE1	LOM	L5K
United Health Care		IN	Lab/X-Ray	100%		LE1	LOM	L5K
United Health Care		IN	Advanced Radiology	$100 		LE1	LOM	L5K
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LE1	LOM	L5K
United Health Care		IN	Ambulance	$50 		LE1	LOM	L5K
United Health Care		IN	Urgent Care	$30 	$75 out of area	LE1	LOM	L5K
United Health Care		IN	Rx Generic		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Rx Preferred		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Rx Specialty		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Rx Mail Order	2x		LE1	LOM	L5K
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LE1	LOM	L5K
United Health Care		IN	Skilled Nursing	100%	100 day max	LE1	LOM	L5K
United Health Care		IN	Individual Deductible	0		L0D	LI1	L8K
United Health Care		IN	Family Deductible	0		L0D	LI1	L8K
United Health Care		IN	Individual OOP Limit	"$1,500 "		L0D	LI1	L8K
United Health Care		IN	Family OOP Limit	"$3,000 "		L0D	LI1	L8K
United Health Care		IN	Co-insurance	100%		L0D	LI1	L8K
United Health Care		IN	PCP	$20		L0D	LI1	L8K
United Health Care		IN	Specialist	$40		L0D	LI1	L8K
United Health Care		IN	Preventive Care	100%		L0D	LI1	L8K
United Health Care		IN	Physical Therapy	$40 		L0D	LI1	L8K
United Health Care		IN	Chiropractic Care		Rider available	L0D	LI1	L8K
United Health Care		IN	Inpatient Hospital	$500 	per admit	L0D	LI1	L8K
United Health Care		IN	Outpatient Facility	$250 	per occurance	L0D	LI1	L8K
United Health Care		IN	Outpatient Surgery	$250 	per occurance	L0D	LI1	L8K
United Health Care		IN	Lab/X-Ray	100%		L0D	LI1	L8K
United Health Care		IN	Advanced Radiology	$100 		L0D	LI1	L8K
United Health Care		IN	Emergency Room	$150 	Waived if admitted	L0D	LI1	L8K
United Health Care		IN	Ambulance	$50 		L0D	LI1	L8K
United Health Care		IN	Urgent Care	$40 	$75 out of area	L0D	LI1	L8K
United Health Care		IN	Rx Generic		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Rx Preferred		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Rx Specialty		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Rx Mail Order	2x	 	L0D	LI1	L8K
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Rx Family Deductible		Separate from Medical 	L0D	LI1	L8K
United Health Care		IN	Skilled Nursing	100%	100 day max	L0D	LI1	L8K
United Health Care		IN	Individual Deductible	0		LFE	L16	LLM
United Health Care		IN	Family Deductible	0		LFE	L16	LLM
United Health Care		IN	Individual OOP Limit	"$2,000 "		LFE	L16	LLM
United Health Care		IN	Family OOP Limit	"$4,000 "		LFE	L16	LLM
United Health Care		IN	Co-insurance	80%		LFE	L16	LLM
United Health Care		IN	PCP	$15		LFE	L16	LLM
United Health Care		IN	Specialist	$30		LFE	L16	LLM
United Health Care		IN	Preventive Care	100%		LFE	L16	LLM
United Health Care		IN	Physical Therapy	$30 		LFE	L16	LLM
United Health Care		IN	Chiropractic Care		Rider available	LFE	L16	LLM
United Health Care		IN	Inpatient Hospital	20%		LFE	L16	LLM
United Health Care		IN	Outpatient Facility	20%		LFE	L16	LLM
United Health Care		IN	Outpatient Surgery	20%		LFE	L16	LLM
United Health Care		IN	Lab/X-Ray	100%		LFE	L16	LLM
United Health Care		IN	Advanced Radiology	$100 		LFE	L16	LLM
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LFE	L16	LLM
United Health Care		IN	Ambulance	$50 		LFE	L16	LLM
United Health Care		IN	Urgent Care	$30 	$75 out of area	LFE	L16	LLM
United Health Care		IN	Rx Generic		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Rx Preferred		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Rx Specialty		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Rx Mail Order	2x		LFE	L16	LLM
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LFE	L16	LLM
United Health Care		IN	Skilled Nursing	20%	100 day max	LFE	L16	LLM
United Health Care		IN	Individual Deductible	0		LFR	L2I	LLT
United Health Care		IN	Family Deductible	0		LFR	L2I	LLT
United Health Care		IN	Individual OOP Limit	"$2,000 "		LFR	L2I	LLT
United Health Care		IN	Family OOP Limit	"$4,000 "		LFR	L2I	LLT
United Health Care		IN	Co-insurance	80%		LFR	L2I	LLT
United Health Care		IN	PCP	$20		LFR	L2I	LLT
United Health Care		IN	Specialist	$40		LFR	L2I	LLT
United Health Care		IN	Preventive Care	100%		LFR	L2I	LLT
United Health Care		IN	Physical Therapy	$40 		LFR	L2I	LLT
United Health Care		IN	Chiropractic Care		Rider available	LFR	L2I	LLT
United Health Care		IN	Inpatient Hospital	20%		LFR	L2I	LLT
United Health Care		IN	Outpatient Facility	20%		LFR	L2I	LLT
United Health Care		IN	Outpatient Surgery	20%		LFR	L2I	LLT
United Health Care		IN	Lab/X-Ray	100%		LFR	L2I	LLT
United Health Care		IN	Advanced Radiology	$100 		LFR	L2I	LLT
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LFR	L2I	LLT
United Health Care		IN	Ambulance	$50 		LFR	L2I	LLT
United Health Care		IN	Urgent Care	$40 	$75 out of area	LFR	L2I	LLT
United Health Care		IN	Rx Generic		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Rx Preferred		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Rx Specialty		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Rx Mail Order	2x		LFR	L2I	LLT
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LFR	L2I	LLT
United Health Care		IN	Skilled Nursing	20%	100 day max	LFR	L2I	LLT
United Health Care		IN	Individual Deductible	0		LFV	L5I	LL6
United Health Care		IN	Family Deductible	0		LFV	L5I	LL6
United Health Care		IN	Individual OOP Limit	"$2,000 "		LFV	L5I	LL6
United Health Care		IN	Family OOP Limit	"$4,000 "		LFV	L5I	LL6
United Health Care		IN	Co-insurance	80%		LFV	L5I	LL6
United Health Care		IN	PCP	$30		LFV	L5I	LL6
United Health Care		IN	Specialist	$50		LFV	L5I	LL6
United Health Care		IN	Preventive Care	100%		LFV	L5I	LL6
United Health Care		IN	Physical Therapy	$50 		LFV	L5I	LL6
United Health Care		IN	Chiropractic Care		Rider available	LFV	L5I	LL6
United Health Care		IN	Inpatient Hospital	20%		LFV	L5I	LL6
United Health Care		IN	Outpatient Facility	20%		LFV	L5I	LL6
United Health Care		IN	Outpatient Surgery	20%		LFV	L5I	LL6
United Health Care		IN	Lab/X-Ray	100%		LFV	L5I	LL6
United Health Care		IN	Advanced Radiology	$100 		LFV	L5I	LL6
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LFV	L5I	LL6
United Health Care		IN	Ambulance	$50 		LFV	L5I	LL6
United Health Care		IN	Urgent Care	$50 	$75 out of area	LFV	L5I	LL6
United Health Care		IN	Rx Generic		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Rx Preferred		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Rx Specialty		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Rx Mail Order	2x		LFV	L5I	LL6
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LFV	L5I	LL6
United Health Care		IN	Skilled Nursing	20%	100 day max	LFV	L5I	LL6
United Health Care		IN	Individual Deductible	0		L1P	L8I	LLX
United Health Care		IN	Family Deductible	0		L1P	L8I	LLX
United Health Care		IN	Individual OOP Limit	"$3,000 "		L1P	L8I	LLX
United Health Care		IN	Family OOP Limit	"$6,000 "		L1P	L8I	LLX
United Health Care		IN	Co-insurance	70%		L1P	L8I	LLX
United Health Care		IN	PCP	$15		L1P	L8I	LLX
United Health Care		IN	Specialist	$30		L1P	L8I	LLX
United Health Care		IN	Preventive Care	100%		L1P	L8I	LLX
United Health Care		IN	Physical Therapy	$30 		L1P	L8I	LLX
United Health Care		IN	Chiropractic Care		Rider available	L1P	L8I	LLX
United Health Care		IN	Inpatient Hospital	30%		L1P	L8I	LLX
United Health Care		IN	Outpatient Facility	30%		L1P	L8I	LLX
United Health Care		IN	Outpatient Surgery	30%		L1P	L8I	LLX
United Health Care		IN	Lab/X-Ray	100%		L1P	L8I	LLX
United Health Care		IN	Advanced Radiology	$100 		L1P	L8I	LLX
United Health Care		IN	Emergency Room	$150 	Waived if admitted	L1P	L8I	LLX
United Health Care		IN	Ambulance	$50 		L1P	L8I	LLX
United Health Care		IN	Urgent Care	$30 	$75 out of area	L1P	L8I	LLX
United Health Care		IN	Rx Generic		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Rx Preferred		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Rx Specialty		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Rx Mail Order	2x		L1P	L8I	LLX
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Rx Family Deductible		Separate from Medical 	L1P	L8I	LLX
United Health Care		IN	Skilled Nursing	30%	100 day max	L1P	L8I	LLX
United Health Care		IN	Individual Deductible	0		LF6	L80	L5L
United Health Care		IN	Family Deductible	0		LF6	L80	L5L
United Health Care		IN	Individual OOP Limit	"$3,000 "		LF6	L80	L5L
United Health Care		IN	Family OOP Limit	"$6,000 "		LF6	L80	L5L
United Health Care		IN	Co-insurance	70%		LF6	L80	L5L
United Health Care		IN	PCP	$20		LF6	L80	L5L
United Health Care		IN	Specialist	$40		LF6	L80	L5L
United Health Care		IN	Preventive Care	100%		LF6	L80	L5L
United Health Care		IN	Physical Therapy	$40 		LF6	L80	L5L
United Health Care		IN	Chiropractic Care		Rider available	LF6	L80	L5L
United Health Care		IN	Inpatient Hospital	30%		LF6	L80	L5L
United Health Care		IN	Outpatient Facility	30%		LF6	L80	L5L
United Health Care		IN	Outpatient Surgery	30%		LF6	L80	L5L
United Health Care		IN	Lab/X-Ray	100%		LF6	L80	L5L
United Health Care		IN	Advanced Radiology	$100 		LF6	L80	L5L
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LF6	L80	L5L
United Health Care		IN	Ambulance	$50 		LF6	L80	L5L
United Health Care		IN	Urgent Care	$40 	$75 out of area	LF6	L80	L5L
United Health Care		IN	Rx Generic		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Rx Preferred		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Rx Specialty		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Rx Mail Order	2x		LF6	L80	L5L
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LF6	L80	L5L
United Health Care		IN	Skilled Nursing	30%	100 day max	LF6	L80	L5L
United Health Care		IN	Individual Deductible	0		LC9	L83	LMM
United Health Care		IN	Family Deductible	0		LC9	L83	LMM
United Health Care		IN	Individual OOP Limit	"$3,000 "		LC9	L83	LMM
United Health Care		IN	Family OOP Limit	"$6,000 "		LC9	L83	LMM
United Health Care		IN	Co-insurance	70%		LC9	L83	LMM
United Health Care		IN	PCP	$30		LC9	L83	LMM
United Health Care		IN	Specialist	$50		LC9	L83	LMM
United Health Care		IN	Preventive Care	100%		LC9	L83	LMM
United Health Care		IN	Physical Therapy	$50 		LC9	L83	LMM
United Health Care		IN	Chiropractic Care		Rider available	LC9	L83	LMM
United Health Care		IN	Inpatient Hospital	30%		LC9	L83	LMM
United Health Care		IN	Outpatient Facility	30%		LC9	L83	LMM
United Health Care		IN	Outpatient Surgery	30%		LC9	L83	LMM
United Health Care		IN	Lab/X-Ray	100%		LC9	L83	LMM
United Health Care		IN	Advanced Radiology	$100 		LC9	L83	LMM
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LC9	L83	LMM
United Health Care		IN	Ambulance	$50 		LC9	L83	LMM
United Health Care		IN	Urgent Care	$50 	$75 out of area	LC9	L83	LMM
United Health Care		IN	Rx Generic		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Rx Preferred		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Rx Specialty		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Rx Mail Order	2x		LC9	L83	LMM
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LC9	L83	LMM
United Health Care		IN	Skilled Nursing	30%	100 day max	LC9	L83	LMM
United Health Care		IN	Individual Deductible	0		LC0	L86	LMQ
United Health Care		IN	Family Deductible	0		LC0	L86	LMQ
United Health Care		IN	Individual OOP Limit	"$3,000 "		LC0	L86	LMQ
United Health Care		IN	Family OOP Limit	"$6,000 "		LC0	L86	LMQ
United Health Care		IN	Co-insurance	60%		LC0	L86	LMQ
United Health Care		IN	PCP	$15		LC0	L86	LMQ
United Health Care		IN	Specialist	$30		LC0	L86	LMQ
United Health Care		IN	Preventive Care	100%		LC0	L86	LMQ
